,reaction,solved,input_reaction,rules,solved_by,confidence,R-ids,datasets,correct_reaction,wrong_reactions
21,[CH2:8]1[O:9][C:10]2([CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]2)[O:16][CH2:17][C:4]1([CH2:5][CH:6]=[CH2:7])[N+:2](=[O:3])[O-:1].[CH2:23]=[CH:22][C:20]([O:19][CH3:18])=[O:21].[O]>>[O:9]1[CH2:8][C:4]([CH2:17][O:16][C:10]12[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]2)([N+:2]([O-:1])=[O:3])[CH2:5][CH:6]=[CH:22][C:20](=[O:21])[O:19][CH3:18].O[CH:22]=[CH2:23],True,[CH2:8]1[O:9][C:10]2([CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]2)[O:16][CH2:17][C:4]1([CH2:5][CH:6]=[CH2:7])[N+:2](=[O:3])[O-:1].[CH2:23]=[CH:22][C:20]([O:19][CH3:18])=[O:21]>>[O:9]1[CH2:8][C:4]([CH2:17][O:16][C:10]12[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]2)([N+:2]([O-:1])=[O:3])[CH2:5][CH:6]=[CH:22][C:20](=[O:21])[O:19][CH3:18],"['append O to C-C bond', 'default single bond']",mcs-based,0.22599999606609344,['golden_dataset_44'],['golden_dataset'],,['[CH2:8]1[O:9][C:10]2([CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]2)[O:16][CH2:17][C:4]1([CH2:5][CH:6]=[CH2:7])[N+:2](=[O:3])[O-:1].[CH2:23]=[CH:22][C:20]([O:19][CH3:18])=[O:21]>>[O:9]1[CH2:8][C:4]([CH2:17][O:16][C:10]12[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]2)([N+:2]([O-:1])=[O:3])[CH2:5][CH:6]=[CH:22][C:20](=[O:21])[O:19][CH3:18].O[CH:22]=[CH2:23]']
22,[CH2:14]([CH2:15][CH2:16][O:17][N:18]=[O:19])[CH3:13].[CH:10]1=[C:11]2[C:6](=[CH:7][CH:8]=[CH:9]1)[CH:5]=[CH:4][S:12]2.[CH3:1][C:2]#[N:3].[O]>>[CH:4]1=[C:5]([C:1](=[N:18][OH:19])[C:2]#[N:3])[C:6]=2[CH:7]=[CH:8][CH:9]=[CH:10][C:11]=2[S:12]1.O[CH2:16][CH2:15][CH2:14][CH3:13].[OH2:19],True,[CH2:14]([CH2:15][CH2:16][O:17][N:18]=[O:19])[CH3:13].[CH:10]1=[C:11]2[C:6](=[CH:7][CH:8]=[CH:9]1)[CH:5]=[CH:4][S:12]2.[CH3:1][C:2]#[N:3]>>[CH:4]1=[C:5]([C:1](=[N:18][OH:19])[C:2]#[N:3])[C:6]=2[CH:7]=[CH:8][CH:9]=[CH:10][C:11]=2[S:12]1,"['append O when next to O or N', 'default single bond']",mcs-based,0.8970000147819519,['golden_dataset_45'],['golden_dataset'],[CH2:14]([CH2:15][CH2:16][O:17][N:18]=[O:19])[CH3:13].[CH:10]1=[C:11]2[C:6](=[CH:7][CH:8]=[CH:9]1)[CH:5]=[CH:4][S:12]2.[CH3:1][C:2]#[N:3].[O]>>[CH:4]1=[C:5]([C:1](=[N:18][OH:19])[C:2]#[N:3])[C:6]=2[CH:7]=[CH:8][CH:9]=[CH:10][C:11]=2[S:12]1.O[CH2:16][CH2:15][CH2:14][CH3:13].[OH2:19],[]
23,CCOC(=O)C(C)(C)Oc1ccc(C)nc1.O>>Cc1ccc(OC(C)(C)C(O)=O)cn1.CCO,True,CCOC(=O)C(C)(C)Oc1ccc(C)nc1.O>>Cc1ccc(OC(C)(C)C(O)=O)cn1,['default single bond'],mcs-based,0.9950000047683716,['Jaworski_117'],['Jaworski'],[CH3:8][C:7]([CH3:9])([C:5]([O:4][CH2:3][CH3:2])=[O:6])[O:10][C:11]1=[CH:12][CH:13]=[C:14]([N:16]=[CH:17]1)[CH3:15].[OH2:1]>>[CH3:8][C:7]([CH3:9])([O:10][C:11]=1[CH:17]=[N:16][C:14]([CH3:15])=[CH:13][CH:12]=1)[C:5](=[O:6])[OH:1].O[CH2:3][CH3:2],[]
24,COc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(ccc2c1)-c1cc(F)ccc1F.[H+].[I-]>>Oc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(ccc2c1)-c1cc(F)ccc1F.CI,True,COc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(ccc2c1)-c1cc(F)ccc1F>>Oc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(ccc2c1)-c1cc(F)ccc1F,"['C-O Ether break', 'default single bond']",mcs-based,1.0,['Jaworski_125'],['Jaworski'],COc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(ccc2c1)-c1cc(F)ccc1F.[H+].[I-]>>Oc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(ccc2c1)-c1cc(F)ccc1F.CI,[]
25,CCOC(=O)C=Cc1nc(COc2ccc(COc3nn(cc3C=CP(=O)(OCC)OCC)-c3ccccc3)cc2OC)c(C)o1.O>>CCOP(=O)(OCC)C=Cc1cn(nc1OCc1ccc(OCc2nc(C=CC(O)=O)oc2C)c(OC)c1)-c1ccccc1.CCO,True,CCOC(=O)C=Cc1nc(COc2ccc(COc3nn(cc3C=CP(=O)(OCC)OCC)-c3ccccc3)cc2OC)c(C)o1.O>>CCOP(=O)(OCC)C=Cc1cn(nc1OCc1ccc(OCc2nc(C=CC(O)=O)oc2C)c(OC)c1)-c1ccccc1,['default single bond'],mcs-based,1.0,['Jaworski_133'],['Jaworski'],[CH2:30]([O:29][P:27]([O:32][CH2:33][CH3:34])([CH:26]=[CH:25][C:24]1=[CH:23][N:22]([C:35]2=[CH:36][CH:37]=[CH:38][CH:39]=[CH:40]2)[N:21]=[C:20]1[O:19][CH2:18][C:17]=3[CH:41]=[C:42]([O:43][CH3:44])[C:14](=[CH:15][CH:16]=3)[O:13][CH2:12][C:11]=4[N:10]=[C:9]([CH:8]=[CH:7][C:5](=[O:6])[O:4][CH2:3][CH3:2])[O:47][C:45]=4[CH3:46])=[O:28])[CH3:31].[OH2:1]>>[O:29]([CH2:30][CH3:31])[P:27]([O:32][CH2:33][CH3:34])(=[O:28])[CH:26]=[CH:25][C:24]=1[C:20]([O:19][CH2:18][C:17]=2[CH:41]=[C:42]([O:43][CH3:44])[C:14]([O:13][CH2:12][C:11]=3[N:10]=[C:9]([CH:8]=[CH:7][C:5](=[O:6])[OH:1])[O:47][C:45]=3[CH3:46])=[CH:15][CH:16]=2)=[N:21][N:22]([C:35]4=[CH:36][CH:37]=[CH:38][CH:39]=[CH:40]4)[CH:23]=1.O[CH2:3][CH3:2],[]
26,COc1ccc([N+]([O-])=O)c2nc(C)sc12.[H+].[I-]>>Cc1nc2c(ccc(O)c2s1)[N+]([O-])=O.CI,True,COc1ccc([N+]([O-])=O)c2nc(C)sc12>>Cc1nc2c(ccc(O)c2s1)[N+]([O-])=O,"['C-O Ether break', 'default single bond']",mcs-based,0.9279999732971191,['Jaworski_136'],['Jaworski'],COc1ccc([N+]([O-])=O)c2nc(C)sc12.[H+].[I-]>>Cc1nc2c(ccc(O)c2s1)[N+]([O-])=O.CI,[]
27,CC(C)(C)N(CC([O-])=O)C(=O)C1=C(O)C2(CCOCC2)c2c(Cl)cccc2C1=O>>OC(=O)CNC(=O)C1=C(O)C2(CCOCC2)c2c(Cl)cccc2C1=O.CC(C)(C)O,False,CC(C)(C)N(CC([O-])=O)C(=O)C1=C(O)C2(CCOCC2)c2c(Cl)cccc2C1=O>>OC(=O)CNC(=O)C1=C(O)C2(CCOCC2)c2c(Cl)cccc2C1=O,"['C-N Amide break', 'default single bond']",,,['Jaworski_138'],['Jaworski'],CC(C)(C)N(CC([O-])=O)C(=O)C1=C(O)C2(CCOCC2)c2c(Cl)cccc2C1=O>>OC(=O)CNC(=O)C1=C(O)C2(CCOCC2)c2c(Cl)cccc2C1=O.CC(C)(C)O,[]
28,COc1cc(F)c(F)c(C(=O)c2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2N)c1OC.[H+].[I-]>>COc1cc(F)c(F)c(C(=O)c2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2N)c1O.CI,True,COc1cc(F)c(F)c(C(=O)c2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2N)c1OC>>COc1cc(F)c(F)c(C(=O)c2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2N)c1O,"['C-O Ether break', 'default single bond']",mcs-based,0.9900000095367432,['Jaworski_139'],['Jaworski'],COc1cc(F)c(F)c(C(=O)c2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2N)c1OC.[H+].[I-]>>COc1cc(F)c(F)c(C(=O)c2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2N)c1O.CI,[]
29,CCn1c(nc(F)c1[Si](C)(C)C)-c1cccc2ccccc12.O>>CCn1cc(F)nc1-c1cccc2ccccc12.C[Si](C)(C)O,True,CCn1c(nc(F)c1[Si](C)(C)C)-c1cccc2ccccc12>>CCn1cc(F)nc1-c1cccc2ccccc12,"['form M-OH', 'default single bond']",mcs-based,1.0,['Jaworski_140'],['Jaworski'],CCn1c(nc(F)c1[Si](C)(C)C)-c1cccc2ccccc12.O>>CCn1cc(F)nc1-c1cccc2ccccc12.C[Si](C)(C)O,[]
30,COC(=O)C(CC(C)C)N1C(C(N2C(COC2=O)c2ccccc2)C1=O)c1ccccc1C=C.O>>CC(C)CC(N1C(C(N2C(COC2=O)c2ccccc2)C1=O)c1ccccc1C=C)C(O)=O.CO,True,COC(=O)C(CC(C)C)N1C(C(N2C(COC2=O)c2ccccc2)C1=O)c1ccccc1C=C.O>>CC(C)CC(N1C(C(N2C(COC2=O)c2ccccc2)C1=O)c1ccccc1C=C)C(O)=O,['default single bond'],mcs-based,0.9980000257492065,['Jaworski_141'],['Jaworski'],[CH3:9][CH:8]([CH3:10])[CH2:7][CH:6]([C:4](=[O:5])[O:3][CH3:2])[N:11]1[C:26]([CH:13]([N:14]2[C:18](=[O:19])[O:17][CH2:16][CH:15]2[C:20]=3[CH:25]=[CH:24][CH:23]=[CH:22][CH:21]=3)[CH:12]1[C:28]=4[CH:29]=[CH:30][CH:31]=[CH:32][C:33]=4[CH:34]=[CH2:35])=[O:27].[OH2:1]>>[CH3:9][CH:8]([CH3:10])[CH2:7][CH:6]([C:4](=[O:5])[OH:1])[N:11]1[CH:12]([CH:13]([N:14]2[C:18](=[O:19])[O:17][CH2:16][CH:15]2[C:20]=3[CH:25]=[CH:24][CH:23]=[CH:22][CH:21]=3)[C:26]1=[O:27])[C:28]=4[CH:29]=[CH:30][CH:31]=[CH:32][C:33]=4[CH:34]=[CH2:35].O[CH3:2],[]
31,CNc1ccc(c(OC)c1)-c1ccc2nonc2c1.[H+].[I-]>>CNc1ccc(c(O)c1)-c1ccc2nonc2c1.CI,True,CNc1ccc(c(OC)c1)-c1ccc2nonc2c1>>CNc1ccc(c(O)c1)-c1ccc2nonc2c1,"['C-O Ether break', 'default single bond']",mcs-based,0.9940000176429749,['Jaworski_142'],['Jaworski'],CNc1ccc(c(OC)c1)-c1ccc2nonc2c1.[H+].[I-]>>CNc1ccc(c(O)c1)-c1ccc2nonc2c1.CI,[]
32,CCOC(=O)c1ccc(OCCCCCCP(=O)(OCC)OCC)cc1.O>>CCOP(=O)(CCCCCCOc1ccc(cc1)C(O)=O)OCC.CCO,True,CCOC(=O)c1ccc(OCCCCCCP(=O)(OCC)OCC)cc1.O>>CCOP(=O)(CCCCCCOc1ccc(cc1)C(O)=O)OCC,['default single bond'],mcs-based,0.9990000128746033,['Jaworski_143'],['Jaworski'],[CH2:21]([CH3:22])[O:20][P:18]([O:23][CH2:24][CH3:25])(=[O:19])[CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][O:11][C:10]1=[CH:9][CH:8]=[C:7]([CH:27]=[CH:26]1)[C:5](=[O:6])[O:4][CH2:3][CH3:2].[OH2:1]>>[CH2:21]([CH3:22])[O:20][P:18]([O:23][CH2:24][CH3:25])(=[O:19])[CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][O:11][C:10]1=[CH:9][CH:8]=[C:7]([C:5](=[O:6])[OH:1])[CH:27]=[CH:26]1.O[CH2:3][CH3:2],[]
33,COc1ccc2[nH]c3c(C)ccc(C)c3c2c1.[H+].[I-]>>Cc1ccc(C)c2c3cc(O)ccc3[nH]c12.CI,True,COc1ccc2[nH]c3c(C)ccc(C)c3c2c1>>Cc1ccc(C)c2c3cc(O)ccc3[nH]c12,"['C-O Ether break', 'default single bond']",mcs-based,0.9990000128746033,['Jaworski_151'],['Jaworski'],COc1ccc2[nH]c3c(C)ccc(C)c3c2c1.[H+].[I-]>>Cc1ccc(C)c2c3cc(O)ccc3[nH]c12.CI,[]
34,COC(=O)C1(CC1)c1cc(F)c(OC)c(F)c1.[H+].[I-]>>COC(=O)C1(CC1)c1cc(F)c(O)c(F)c1.CI,True,COC(=O)C1(CC1)c1cc(F)c(OC)c(F)c1>>COC(=O)C1(CC1)c1cc(F)c(O)c(F)c1,"['C-O Ether break', 'default single bond']",mcs-based,0.8550000190734863,['Jaworski_153'],['Jaworski'],COC(=O)C1(CC1)c1cc(F)c(OC)c(F)c1.[H+].[I-]>>COC(=O)C1(CC1)c1cc(F)c(O)c(F)c1.CI,[]
35,CCCCN1CCN(CC1)c1ccc(OC)cc1.[H+].[I-]>>CCCCN1CCN(CC1)c1ccc(O)cc1.CI,True,CCCCN1CCN(CC1)c1ccc(OC)cc1>>CCCCN1CCN(CC1)c1ccc(O)cc1,"['C-O Ether break', 'default single bond']",mcs-based,0.9990000128746033,['Jaworski_154'],['Jaworski'],CCCCN1CCN(CC1)c1ccc(OC)cc1.[H+].[I-]>>CCCCN1CCN(CC1)c1ccc(O)cc1.CI,[]
36,COC(=O)c1ccc(C=Cc2ccc3c(c2)C(C=Cc2ccccc2)=CCC3(C)C)cc1.O>>CC1(C)CC=C(C=Cc2ccccc2)c2cc(C=Cc3ccc(cc3)C(O)=O)ccc12.CO,True,COC(=O)c1ccc(C=Cc2ccc3c(c2)C(C=Cc2ccccc2)=CCC3(C)C)cc1.O>>CC1(C)CC=C(C=Cc2ccccc2)c2cc(C=Cc3ccc(cc3)C(O)=O)ccc12,['default single bond'],mcs-based,0.9990000128746033,['Jaworski_157'],['Jaworski'],[CH3:30][C:29]1([CH3:31])[CH2:28][CH:27]=[C:18]([C:16]2=[CH:17][C:12]([CH:11]=[CH:10][C:9]3=[CH:32][CH:33]=[C:6]([CH:7]=[CH:8]3)[C:4](=[O:5])[O:3][CH3:2])=[CH:13][CH:14]=[C:15]12)[CH:19]=[CH:20][C:21]4=[CH:22][CH:23]=[CH:24][CH:25]=[CH:26]4.[OH2:1]>>[CH3:30][C:29]1([CH3:31])[C:15]=2[CH:14]=[CH:13][C:12]([CH:11]=[CH:10][C:9]3=[CH:32][CH:33]=[C:6]([C:4](=[O:5])[OH:1])[CH:7]=[CH:8]3)=[CH:17][C:16]=2[C:18](=[CH:27][CH2:28]1)[CH:19]=[CH:20][C:21]4=[CH:22][CH:23]=[CH:24][CH:25]=[CH:26]4.O[CH3:2],[]
37,CCOC(=O)COc1cc(ccc1CCNS(=O)(=O)c1cc(ccc1OC)C#N)C(C)C.O>>COc1ccc(cc1S(=O)(=O)NCCc1ccc(cc1OCC(O)=O)C(C)C)C#N.CCO,True,CCOC(=O)COc1cc(ccc1CCNS(=O)(=O)c1cc(ccc1OC)C#N)C(C)C.O>>COc1ccc(cc1S(=O)(=O)NCCc1ccc(cc1OCC(O)=O)C(C)C)C#N,['default single bond'],mcs-based,0.9990000128746033,['Jaworski_158'],['Jaworski'],[CH3:32][CH:31]([CH3:33])[C:11]=1[CH:10]=[C:9]([O:8][CH2:7][C:5](=[O:6])[O:4][CH2:3][CH3:2])[C:14](=[CH:13][CH:12]=1)[CH2:15][CH2:16][NH:17][S:18](=[O:19])(=[O:20])[C:21]2=[CH:22][C:23]([C:29]#[N:30])=[CH:24][CH:25]=[C:26]2[O:27][CH3:28].[OH2:1]>>[O:19]=[S:18](=[O:20])([NH:17][CH2:16][CH2:15][C:14]=1[CH:13]=[CH:12][C:11](=[CH:10][C:9]=1[O:8][CH2:7][C:5](=[O:6])[OH:1])[CH:31]([CH3:32])[CH3:33])[C:21]=2[CH:22]=[C:23]([CH:24]=[CH:25][C:26]=2[O:27][CH3:28])[C:29]#[N:30].O[CH2:3][CH3:2],[]
38,COc1c(I)c(Cl)cc(F)c1-n1c(=O)cc(n(C)c1=O)C(F)(F)F.[H+].[I-]>>Cn1c(cc(=O)n(-c2c(F)cc(Cl)c(I)c2O)c1=O)C(F)(F)F.CI,True,COc1c(I)c(Cl)cc(F)c1-n1c(=O)cc(n(C)c1=O)C(F)(F)F>>Cn1c(cc(=O)n(-c2c(F)cc(Cl)c(I)c2O)c1=O)C(F)(F)F,"['C-O Ether break', 'default single bond']",mcs-based,0.9739999771118164,['Jaworski_160'],['Jaworski'],COc1c(I)c(Cl)cc(F)c1-n1c(=O)cc(n(C)c1=O)C(F)(F)F.[H+].[I-]>>Cn1c(cc(=O)n(-c2c(F)cc(Cl)c(I)c2O)c1=O)C(F)(F)F.CI,[]
39,O.COC(=O)c1ccc(Oc2ccccc2)cc1C(F)(F)F>>OC(=O)c1ccc(Oc2ccccc2)cc1C(F)(F)F.CO,True,O.COC(=O)c1ccc(Oc2ccccc2)cc1C(F)(F)F>>OC(=O)c1ccc(Oc2ccccc2)cc1C(F)(F)F,['default single bond'],mcs-based,0.9980000257492065,['Jaworski_161'],['Jaworski'],[F:20][C:19]([F:21])([F:22])[C:18]1=[CH:17][C:9]([O:10][C:11]2=[CH:12][CH:13]=[CH:14][CH:15]=[CH:16]2)=[CH:8][CH:7]=[C:6]1[C:4]([O:3][CH3:2])=[O:5].[OH2:1]>>[F:20][C:19]([F:21])([F:22])[C:18]1=[CH:17][C:9]([O:10][C:11]2=[CH:12][CH:13]=[CH:14][CH:15]=[CH:16]2)=[CH:8][CH:7]=[C:6]1[C:4](=[O:5])[OH:1].O[CH3:2],[]
40,COc1ccccc1C=Cc1ccccc1.[H+].[I-]>>Oc1ccccc1C=Cc1ccccc1.CI,True,COc1ccccc1C=Cc1ccccc1>>Oc1ccccc1C=Cc1ccccc1,"['C-O Ether break', 'default single bond']",mcs-based,0.9990000128746033,['Jaworski_165'],['Jaworski'],COc1ccccc1C=Cc1ccccc1.[H+].[I-]>>Oc1ccccc1C=Cc1ccccc1.CI,[]
41,[CH:13]=1[CH:12]=[C:11]2[CH2:10][CH2:9][C:8]([CH2:17][C:16]2=[CH:15][CH:14]=1)=[O:7].[CH3:1][O:2][C:3]([O:5][CH3:6])=[O:4]>>[C:11]12=[CH:12][CH:13]=[CH:14][CH:15]=[C:16]1[CH:17]([C:3]([O:2][CH3:1])=[O:4])[C:8](=[O:7])[CH2:9][CH2:10]2.[OH:5][CH3:6],True,[CH:13]=1[CH:12]=[C:11]2[CH2:10][CH2:9][C:8]([CH2:17][C:16]2=[CH:15][CH:14]=1)=[O:7].[CH3:1][O:2][C:3]([O:5][CH3:6])=[O:4]>>[C:11]12=[CH:12][CH:13]=[CH:14][CH:15]=[C:16]1[CH:17]([C:3]([O:2][CH3:1])=[O:4])[C:8](=[O:7])[CH2:9][CH2:10]2,[],mcs-based,0.9850000143051147,['golden_dataset_101'],['golden_dataset'],[CH:13]=1[CH:12]=[C:11]2[CH2:10][CH2:9][C:8]([CH2:17][C:16]2=[CH:15][CH:14]=1)=[O:7].[CH3:1][O:2][C:3]([O:5][CH3:6])=[O:4]>>[C:11]12=[CH:12][CH:13]=[CH:14][CH:15]=[C:16]1[CH:17]([C:3]([O:2][CH3:1])=[O:4])[C:8](=[O:7])[CH2:9][CH2:10]2.[OH:5][CH3:6],[]
42,COC(=O)c1nn(CCN=[N+]=[N-])c(C(=O)OC)c1OCc1ccccc1>>COC(=O)c1nn2CCNC(=O)c2c1OCc1ccccc1,False,COC(=O)c1nn(CCN=[N+]=[N-])c(C(=O)OC)c1OCc1ccccc1>>COC(=O)c1nn2CCNC(=O)c2c1OCc1ccccc1,,,,['Jaworski_231'],['Jaworski'],,['COC(=O)c1nn(CCN=[N+]=[N-])c(C(=O)OC)c1OCc1ccccc1>>COC(=O)c1nn2CCNC(=O)c2c1OCc1ccccc1']
43,COC(=O)C(CSCc1ccccc1)NC(=O)C(CC(Cc1ccccc1)C(=O)Nc1ccccn1)Cc1ccccc1.O>>OC(=O)C(CSCc1ccccc1)NC(=O)C(CC(Cc1ccccc1)C(=O)Nc1ccccn1)Cc1ccccc1.CO,True,COC(=O)C(CSCc1ccccc1)NC(=O)C(CC(Cc1ccccc1)C(=O)Nc1ccccn1)Cc1ccccc1.O>>OC(=O)C(CSCc1ccccc1)NC(=O)C(CC(Cc1ccccc1)C(=O)Nc1ccccn1)Cc1ccccc1,['default single bond'],mcs-based,0.9769999980926514,['Jaworski_236'],['Jaworski'],[CH2:20]([CH:19]([C:17]([NH:16][CH:6]([C:4]([O:3][CH3:2])=[O:5])[CH2:7][S:8][CH2:9][C:10]=1[CH:15]=[CH:14][CH:13]=[CH:12][CH:11]=1)=[O:18])[CH2:38][C:39]=2[CH:44]=[CH:43][CH:42]=[CH:41][CH:40]=2)[CH:21]([CH2:22][C:23]3=[CH:24][CH:25]=[CH:26][CH:27]=[CH:28]3)[C:29]([NH:31][C:32]=4[N:37]=[CH:36][CH:35]=[CH:34][CH:33]=4)=[O:30].[OH2:1]>>[CH:21]([C:29]([NH:31][C:32]=1[N:37]=[CH:36][CH:35]=[CH:34][CH:33]=1)=[O:30])([CH2:20][CH:19]([CH2:38][C:39]2=[CH:40][CH:41]=[CH:42][CH:43]=[CH:44]2)[C:17](=[O:18])[NH:16][CH:6]([CH2:7][S:8][CH2:9][C:10]=3[CH:15]=[CH:14][CH:13]=[CH:12][CH:11]=3)[C:4]([OH:1])=[O:5])[CH2:22][C:23]4=[CH:24][CH:25]=[CH:26][CH:27]=[CH:28]4.O[CH3:2],[]
44,CCOC(=O)C(N)Cc1nc2ccccc2nc1CP(O)(O)=O.O>>NC(Cc1nc2ccccc2nc1CP(O)(O)=O)C(O)=O.CCO,True,CCOC(=O)C(N)Cc1nc2ccccc2nc1CP(O)(O)=O.O>>NC(Cc1nc2ccccc2nc1CP(O)(O)=O)C(O)=O,['default single bond'],mcs-based,0.9990000128746033,['Jaworski_240'],['Jaworski'],[OH2:1].[OH:22][P:21]([OH:23])([CH2:20][C:19]=1[C:10](=[N:11][C:12]=2[CH:13]=[CH:14][CH:15]=[CH:16][C:17]=2[N:18]=1)[CH2:9][CH:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])[NH2:8])=[O:24]>>[OH:22][P:21]([OH:23])([CH2:20][C:19]=1[C:10](=[N:11][C:12]=2[CH:13]=[CH:14][CH:15]=[CH:16][C:17]=2[N:18]=1)[CH2:9][CH:7]([C:5]([OH:1])=[O:6])[NH2:8])=[O:24].O[CH2:3][CH3:2],[]
45,CCCCCCCCCCCCCCOc1cc(ccc1OC)C(=O)OC.O>>CCCCCCCCCCCCCCOc1cc(ccc1OC)C(O)=O.CO,True,CCCCCCCCCCCCCCOc1cc(ccc1OC)C(=O)OC.O>>CCCCCCCCCCCCCCOc1cc(ccc1OC)C(O)=O,['default single bond'],mcs-based,0.9829999804496765,['Jaworski_248'],['Jaworski'],[OH2:1].[O:23]([C:22]1=[CH:21][CH:20]=[C:19]([C:25](=[O:26])[O:27][CH3:28])[CH:18]=[C:17]1[O:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH2:10][CH2:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH3:2])[CH3:24]>>[CH2:9]([CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][O:16][C:17]1=[CH:18][C:19]([C:25]([OH:1])=[O:26])=[CH:20][CH:21]=[C:22]1[O:23][CH3:24])[CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH3:2].O[CH3:28],[]
46,Clc1cccnn1.CC1(C)OB(OC1(C)C)c1ccc(cc1)-c1nc2n(ncc2c(=O)n1-c1ccc(Cl)cc1)-c1ccccc1>>Clc1ccc(cc1)-n1c(nc2n(ncc2c1=O)-c1ccccc1)-c1ccc(cc1)-c1cccnn1.CC1(C)OB(Cl)OC1(C)C,True,Clc1cccnn1.CC1(C)OB(OC1(C)C)c1ccc(cc1)-c1nc2n(ncc2c(=O)n1-c1ccc(Cl)cc1)-c1ccccc1>>Clc1ccc(cc1)-n1c(nc2n(ncc2c1=O)-c1ccccc1)-c1ccc(cc1)-c1cccnn1,['default single bond'],mcs-based,0.9990000128746033,['Jaworski_260'],['Jaworski'],Clc1cccnn1.CC1(C)OB(OC1(C)C)c1ccc(cc1)-c1nc2n(ncc2c(=O)n1-c1ccc(Cl)cc1)-c1ccccc1>>Clc1ccc(cc1)-n1c(nc2n(ncc2c1=O)-c1ccccc1)-c1ccc(cc1)-c1cccnn1.CC1(C)OB(Cl)OC1(C)C,[]
47,COC(=O)c1scc(Br)c1OC.O>>COc1c(Br)csc1C(O)=O.CO,True,COC(=O)c1scc(Br)c1OC.O>>COc1c(Br)csc1C(O)=O,['default single bond'],mcs-based,0.9620000123977661,['Jaworski_264'],['Jaworski'],[CH:8]1=[C:9]([C:11](=[C:6]([C:4]([O:3][CH3:2])=[O:5])[S:7]1)[O:12][CH3:13])[Br:10].[OH2:1]>>[Br:10][C:9]1=[CH:8][S:7][C:6]([C:4](=[O:5])[OH:1])=[C:11]1[O:12][CH3:13].O[CH3:2],[]
48,COC1C(C)Cc2c1cc(cc2CCO)C(C)(C)C.BrN1C(=O)CCC1=O.[H].[H]>>COC1C(C)Cc2c1cc(cc2CCBr)C(C)(C)C.O.O=C1CCC(=O)N1,True,COC1C(C)Cc2c1cc(cc2CCO)C(C)(C)C.BrN1C(=O)CCC1=O>>COC1C(C)Cc2c1cc(cc2CCBr)C(C)(C)C,['bond restriction'],mcs-based,0.9909999966621399,['Jaworski_265'],['Jaworski'],COC1C(C)Cc2c1cc(cc2CCO)C(C)(C)C.BrN1C(=O)CCC1=O.[H].[H]>>COC1C(C)Cc2c1cc(cc2CCBr)C(C)(C)C.O.O=C1CCC(=O)N1,[]
49,COC(=O)c1sc(cc1OC(CO[Si](C)(C)C(C)(C)C)c1ccccc1Cl)-n1cnc2cnc(CO[Si](C)(C)C(C)(C)C)cc12.N>>CC(C)(C)[Si](C)(C)OCC(Oc1cc(sc1C(N)=O)-n1cnc2cnc(CO[Si](C)(C)C(C)(C)C)cc12)c1ccccc1Cl.CO,True,COC(=O)c1sc(cc1OC(CO[Si](C)(C)C(C)(C)C)c1ccccc1Cl)-n1cnc2cnc(CO[Si](C)(C)C(C)(C)C)cc12.N>>CC(C)(C)[Si](C)(C)OCC(Oc1cc(sc1C(N)=O)-n1cnc2cnc(CO[Si](C)(C)C(C)(C)C)cc12)c1ccccc1Cl,[],mcs-based,0.9990000128746033,['Jaworski_266'],['Jaworski'],COC(=O)c1sc(cc1OC(CO[Si](C)(C)C(C)(C)C)c1ccccc1Cl)-n1cnc2cnc(CO[Si](C)(C)C(C)(C)C)cc12.N>>CC(C)(C)[Si](C)(C)OCC(Oc1cc(sc1C(N)=O)-n1cnc2cnc(CO[Si](C)(C)C(C)(C)C)cc12)c1ccccc1Cl.CO,[]
